SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,avg_charge_per_month,num_services,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4+yr
0,1,1,1.4863662228735797,1,1,1.4541036318731793,2.279467375925719,0.778161830309366,1.546532671391555,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True
1,1,1,0.9571916699718578,1,1,1.31473280093692,1.5337724599805171,0.6868062121762744,1.0716490289989224,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True
1,0,0,-1.2002122764736234,1,1,0.49675875746577897,-0.8958608661568828,0.06845916903524829,-0.3530018981789749,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,0.30589991255435406,1,0,0.08362379433329585,0.1886545671192847,0.09195985435476502,0.5967653866062901,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0,0,0,-1.0780950719578415,1,0,-1.5058673489635668,-0.9557702345510908,-0.7367538134935883,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
0,0,0,1.1607203441648277,1,1,1.3827590398462843,1.8120250229693722,0.7211443790507248,1.0716490289989224,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,1,0,-1.2816237461508113,1,1,0.7008374741938728,-0.9726300348173976,-0.30829686403959156,-0.3530018981789749,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,-0.22327464034736777,1,0,-0.31457857977030224,-0.36163789808321095,-0.142859992695033,0.12188174421365756,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0.428017117070136,1,0,0.7141108866639929,0.5589993984898556,0.3402264713535655,1.546532671391555,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
1,0,0,-0.5082147842175256,1,1,-0.11049986304220827,-0.4948039767491199,-0.08943167172407573,-0.3530018981789749,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,1,0,-0.6303319887333076,1,0,0.9181896033920867,-0.316832100760903,0.4509193412494848,0.12188174421365756,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,0,0,-1.0780950719578415,1,1,0.13837662077254032,-0.8194209904703191,0.016152145781775658,-0.8278855405716075,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,0.346605647392948,0,0,-0.9782492032762992,-0.39939682576296087,-0.47614806110017543,-0.3530018981789749,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,-1.2816237461508113,1,0,0.49675875746577897,-0.9753302372037984,-0.36048266591820105,-0.3530018981789749,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,1,0.15496838636019022,-0.9798525273793964,-0.44788327719457166,-0.8278855405716075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,-0.7931549280876836,0,1,-1.3200395743818876,-0.8647097508210891,-0.63620068304456,-1.3027691829642398,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.7943687306174818,1,1,1.3296653899658049,1.372287185554796,0.6992437419189423,1.546532671391555,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True
0,0,0,-1.1188008067964355,1,0,-0.4771778825292717,-0.902951641529301,-0.3461987472468202,-0.3530018981789749,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1.6084834273893616,1,1,0.8518225410414869,1.817930343635566,0.4591232791671675,2.021416313784188,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0,-0.30468611002455576,1,0,-0.3593763468569571,-0.4075852443818835,-0.14227486644328952,-0.3530018981789749,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,1.3642490183577978,1,1,1.31473280093692,1.965980464724074,0.6786486707002091,1.546532671391555,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,0,1,0.9571916699718578,1,1,-1.3316538102932427,-0.38510551069347415,-0.6144371928750405,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,0,-1.0780950719578415,1,1,1.1620885575305409,-0.7699611857828327,0.2892639033485755,1.0716490289989224,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
0,1,1,1.1200146093262338,0,0,-0.168571042598983,0.5658925980779029,-0.03963353348314055,1.0716490289989224,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
1,0,0,0.631545791263106,1,1,1.1305642029140057,1.0726305792591058,0.6047165554211664,0.5967653866062901,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
0,1,1,-0.22327464034736777,1,1,-0.3378070515930122,-0.34730267728386405,-0.12307060324861496,0.12188174421365756,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,1.6084834273893616,1,1,1.3661672742586346,2.303857008863046,0.7164197987312667,1.546532671391555,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True
0,0,0,0.22448844287716607,1,1,0.04048520380540615,0.09706721463096095,0.05915775969478323,0.5967653866062901,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,-1.1595065416350294,1,1,1.1703844403243657,-0.825919038489625,0.3877683925624155,0.5967653866062901,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,1,1,-1.1595065416350294,1,0,-1.5058673489635668,-0.9802037732182777,-0.8049529589916271,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False
0,1,1,0.387311382231542,1,1,0.9795791360663916,0.7123621128914448,0.5101489820615215,0.5967653866062901,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0,0,0.5501343215859179,1,1,0.9945117250952766,0.9315175634885051,0.5585868481563531,0.5967653866062901,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1,0,0.30589991255435406,0,1,-0.7492828381667302,-0.2567910151771145,-0.327989424217064,0.12188174421365756,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,1,1,-0.06045170099299184,1,1,0.5382381714349038,0.10731920255331164,0.31164818785065923,1.546532671391555,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False
0,1,1,-0.10115743583158582,1,1,1.4126242179040545,0.41323237535407664,0.7366372528316287,1.546532671391555,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,1,0,-0.7931549280876836,1,1,0.03053014445281582,-0.6142714676986544,0.05524603917515906,0.12188174421365756,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,1,0,-0.7524491932490895,1,0,-1.5025489958460367,-0.9100204640367889,-0.7797793201450349,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,0,0,-0.9152721326034655,1,1,-1.5141632317573919,-0.9290975036610348,-0.7527440148505437,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,0,-0.10115743583158582,1,1,0.13837662077254032,-0.09106883781988628,0.10783460884766903,0.5967653866062901,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1,0,0,0.1023712383613841,1,0,0.8650959535116071,0.38601082284076854,0.46086622850909326,0.12188174421365756,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,0,-0.019745966154397852,1,1,0.4751894622018339,0.13954600827067967,0.3084830013268874,-0.3530018981789749,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
0,0,0,-1.2409180113122174,1,1,0.35738792652951956,-0.927341274466628,0.03183011026408333,-0.3530018981789749,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,0.1023712383613841,1,0,-1.4942531130522119,-0.7179987544933164,-0.7245104546324045,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,1,1,-0.22327464034736777,1,0,1.1886353824707805,0.21611760114682382,0.6547160432174219,1.0716490289989224,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
0,1,1,1.6084834273893616,1,0,-1.3333129868520075,-0.19415949153157583,-0.6062714577041907,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
0,0,1,-1.2816237461508113,1,1,-1.5174815848749215,-1.0019810152289244,-0.8755522877119575,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-1.2816237461508113,1,0,-0.6961891882862504,-0.9911143470885312,-0.6655362557614555,-0.8278855405716075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1.2828375486806096,1,1,1.1737027934418955,1.8890356731441182,0.6857268020877152,1.0716490289989224,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True
0,0,0,-0.5489205190561197,1,1,-0.29300928450635744,-0.5564695743377348,-0.16115835923063365,-0.3530018981789749,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0,1,-1.1595065416350294,1,1,-0.5153389433808665,-0.9294487494999162,-0.4125836128344064,-0.3530018981789749,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,1,0.15496838636019022,-0.9798525273793964,-0.44788327719457166,-0.8278855405716075,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0.06166550352279012,1,0,0.0023241429538111433,-0.06314479362881542,0.007666649541351335,0.12188174421365756,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,1,0,1.6084834273893616,0,1,-0.5219756496159262,0.5618313180658367,-0.20597689053776272,0.5967653866062901,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
0,1,1,1.5270719577121736,1,1,1.712935175040518,2.5689159000289186,0.9101546633679859,2.021416313784188,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0,1.3642490183577978,1,0,0.06537285218688103,0.9083792438521933,0.0685034962544147,0.5967653866062901,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,1,0,1.4863662228735797,1,1,1.4424893959618246,2.202698207265204,0.7357707155197034,1.546532671391555,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,-0.7117434584104956,1,0,-0.0026533867224840216,-0.5929771887164698,-0.0300256217051764,0.5967653866062901,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False
0,0,0,1.5270719577121736,1,1,1.533744106693899,2.3868168854338454,0.8110177741928876,1.546532671391555,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,1.3642490183577978,1,1,-1.3200395743818876,-0.2712140474361819,-0.6120206373078542,-1.3027691829642398,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
1,0,0,0.387311382231542,1,1,0.6543805305484532,0.5444446490412078,0.35920581754290354,-0.3530018981789749,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,1,1,-1.2002122764736234,1,1,0.5233055824060188,-0.9052786452118903,-0.022547778143302513,-0.3530018981789749,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,-0.06045170099299184,1,1,1.2782309166440902,0.3359363379352396,0.5877980561249682,1.0716490289989224,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
0,0,0,0.387311382231542,0,1,-0.3378070515930122,0.020693197539187493,-0.11160108781533716,1.0716490289989224,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False
0,0,0,-1.2002122764736234,1,1,1.1206091435614158,-0.8814817396276756,0.20740916997219658,1.0716490289989224,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,1.2421318138420157,1,0,-1.4743429943470319,-0.4272769642241716,-0.6862859457868681,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1,0,0.7129572609402939,1,0,-1.472683817788267,-0.541651390509926,-0.6831977347010837,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,0,-1.2816237461508113,1,1,0.16492344571278056,-0.9797208101898158,-0.4453376283224443,-0.8278855405716075,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,1.2828375486806096,1,1,1.0608787874458763,1.7619505380638436,0.6101536671095362,1.0716490289989224,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True
0,1,0,-0.6303319887333076,1,0,-0.004312563281248919,-0.4942551551258677,0.06992056005443244,0.5967653866062901,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
0,1,1,0.631545791263106,1,1,-0.3029643438589475,0.15361779469086545,-0.12023921827859577,0.12188174421365756,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0.22448844287716607,0,1,-0.16359351292268806,-0.04747044806873324,-0.08409482298971363,1.0716490289989224,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,-0.7117434584104956,1,0,-0.3228744625641272,-0.6308239278559401,-0.12145684369574852,0.12188174421365756,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0,1,1,-0.1825689055087738,1,1,0.1815152113004305,-0.13572096508768366,0.12737484724247042,-0.8278855405716075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,1.6084834273893616,1,0,1.560290931634139,2.516580270035591,0.82905604334731,2.021416313784188,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,0.387311382231542,0,0,-0.5568183573499913,-0.11811476741375376,-0.23637734997394863,0.5967653866062901,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
0,0,0,-1.2816237461508113,1,0,-1.4743429943470319,-1.001410240740742,-0.8645211425994058,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,1,-0.06045170099299184,1,1,0.7174292397815226,0.17390224188626613,0.392074781904431,-0.3530018981789749,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,1,0,0.46872285190873,0,1,-1.1474852122703283,-0.4134247064532866,-0.5256858493901067,-0.8278855405716075,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,-0.8745663977648716,1,0,-0.3693314062095472,-0.7243431324581115,-0.11701963628669336,0.12188174421365756,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-1.0780950719578415,1,1,-0.3295111687991873,-0.8609558109180441,-0.21319869545940756,-0.3530018981789749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,1.4456604880349857,1,0,1.2085455011759603,2.111615770670272,0.7104607465471781,1.0716490289989224,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,1,1,1.2014260790034217,1,1,0.5481932307874936,1.177433556435342,0.30386434449876615,0.12188174421365756,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,0,-0.4675090493789317,1,1,1.293163505672975,-0.020687952854026866,0.7004357867595778,1.0716490289989224,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,1,1,-1.3223294809894055,1,0,0.2794066282675646,-0.3968393169986058,22.678063901645853,1.0716490289989224,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1,0,0,-0.9559778674420595,1,1,0.6278337056082129,-0.6634897908719098,0.30248915534615123,-0.3530018981789749,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,1.4863662228735797,1,1,1.5802010503393187,2.4170898861724357,0.854155510211109,2.021416313784188,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.0373893371192475,1,0,-1.466047111553207,-0.9484599305293717,-0.7391479356471364,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,1,0,1.4049547531963917,1,1,1.5370624598114289,2.2876338416797113,0.836234356071406,1.546532671391555,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True
0,1,1,0.5094285867473239,1,1,-0.3577171702981922,0.00811420593424769,-0.18261928602652427,0.12188174421365756,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1,1,0,-0.6303319887333076,1,1,0.9911933719777464,-0.32376920607881055,0.43602258118296205,0.12188174421365756,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,0,0,0.1023712383613841,1,0,-1.4544328756418519,-0.6850694570981856,-0.6891542202973032,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,0,0,-1.2002122764736234,1,1,0.7273842991341125,-0.9134012052360225,-0.1010386183672275,0.12188174421365756,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,-0.8338606629262776,1,1,0.7174292397815226,-0.5419806834838772,0.3543224827655432,-0.3530018981789749,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0.06166550352279012,0,1,-1.3233579274994176,-0.6360267568443707,-0.6250119501446861,-1.3027691829642398,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.9571916699718578,1,1,1.3495755086709846,1.654074159797395,0.7683860707684239,1.546532671391555,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True
1,1,0,-1.0373893371192475,1,1,0.7987288911610074,-0.7445836739236519,0.24591210916312214,0.12188174421365756,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,1,-1.3017886322354726,-0.9991271427880131,-0.8203965621491993,-1.3027691829642398,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,0,0,0.8350744654560759,1,0,-1.4826388771408567,-0.5500812906430794,-0.7089694254068866,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
1,1,0,0.387311382231542,1,1,1.336302096200865,1.0088794595021322,0.7766922325717801,1.0716490289989224,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False
0,0,0,0.7943687306174818,1,0,0.873391836305432,1.069974282602565,0.47876493300029427,0.5967653866062901,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1,0,1.6084834273893616,1,1,1.7328452937456982,2.7345283130614964,0.9444587922170807,2.021416313784188,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1,1,-1.2409180113122174,0,1,-1.3449272227633626,-0.994363371098184,-0.8317105571364318,-1.3027691829642398,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.2409180113122174,1,0,0.4851445215544238,-0.9437839702992631,-0.1800244458718438,-0.3530018981789749,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,0.7943687306174818,1,0,1.2052271480584305,1.3170757302556266,0.6589776607025891,0.5967653866062901,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True
0,1,0,-1.0780950719578415,1,0,-1.3216987509406526,-0.9353321173011796,-0.6238967134959447,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,0,1.6084834273893616,1,0,1.6880475266590431,2.647880355182442,0.8985789926815261,2.021416313784188,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
1,0,0,-1.2816237461508113,1,1,0.875051012864197,-0.9703249839997384,-0.2637480087773639,0.12188174421365756,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,0.7129572609402939,1,1,1.4839688099309494,1.4268620077709924,0.8087521631005808,1.546532671391555,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,1.4456604880349857,1,1,0.5813767619627935,1.4687700269225292,0.3503436647959531,2.021416313784188,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0,-1.2816237461508113,1,1,0.14003579733130567,-0.9800501031637672,-0.4517017505027625,-0.8278855405716075,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,-1.2002122764736234,1,0,-0.1420242176587432,-0.9239605332673944,-0.2030767106583299,0.12188174421365756,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,-0.4268033145403377,1,1,-0.17188939571651304,-0.40699251702877115,-0.024383227873568288,0.12188174421365756,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
0,1,1,1.6084834273893616,1,1,0.48348534499565887,1.4753997921314153,0.277754515003687,1.546532671391555,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0,1,1,1.2828375486806096,1,0,-1.497571466169742,-0.4235449771860568,-0.689484937073853,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0,-1.0780950719578415,1,0,-1.4710246412295018,-0.9592168343451145,-0.7557855693471113,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,1,1.4456604880349857,1,1,-1.4925939364934466,-0.4382094909593551,-0.7179311205909161,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0,0,0,1.3642490183577978,1,1,1.30477774158433,2.0017855874250463,0.6993051548317496,1.0716490289989224,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True
1,0,0,-1.2816237461508113,1,0,0.44864263726159415,-0.975966870286771,-0.37278663546681634,-0.3530018981789749,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,-1.0780950719578415,1,1,0.8153206567486573,-0.758699366073698,0.3514504686533994,0.12188174421365756,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1,0,0,-1.2002122764736234,1,1,0.1815152113004305,-0.9205358863383009,-0.16998327532067511,-0.8278855405716075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0.06166550352279012,1,0,1.702980115687928,0.7014954447510516,0.8521189911134074,2.021416313784188,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False
0,1,0,1.1200146093262338,1,1,1.0708338467984662,1.4534688800662583,0.5227879394620987,1.0716490289989224,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,-0.9152721326034655,1,1,0.5083729933771337,-0.6389684407450025,0.2667497879989822,-0.3530018981789749,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,1,0.6722515261016999,1,0,-1.3167212212643575,-0.4784271395112748,-0.6272157547396991,-1.3027691829642398,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,0,0.631545791263106,1,1,0.29599839385521454,0.5620288938502077,0.20193256142926969,1.0716490289989224,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1,0,0,-0.7524491932490895,0,0,-0.8372191957812748,-0.7064295946751604,-0.2551493725870672,0.12188174421365756,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1,1,0,1.4456604880349857,1,1,0.5116913464946635,1.4436120437126492,0.33625036234446554,-0.3530018981789749,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
